id|data_inversa|dia_semana|horario|uf|br|municipio|causa_acidente|tipo_acidente|classificacao_acidente|fase_dia|condicao_metereologica|pessoas|mortos|feridos_leves|feridos_graves
265266|2020-01-26|domingo|18:10:00|RN|406.0|GUAMARE|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Amanhecer|Céu Claro|3|0|2|1
265267|2020-01-26|domingo|16:30:00|MT|364.0|RONDONOPOLIS|Ingestão de álcool e/ou substâncias psicoativas pelo pedestre|Tombamento|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
265268|2020-01-26|domingo|17:30:00|MT|70.0|GENERAL CARNEIRO|Avarias e/ou desgaste excessivo no pneu|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Nublado|4|0|4|0
265269|2020-01-26|domingo|16:30:00|MT|364.0|RONDONOPOLIS|Defeito Mecânico no Veículo|Incêndio|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
265270|2020-01-26|domingo|18:00:00|SP|116.0|SAO JOSE DOS CAMPOS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265271|2020-01-26|domingo|16:40:00|GO|153.0|PROFESSOR JAMIL|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Nublado|2|0|2|0
265272|2020-01-26|domingo|18:30:00|GO|153.0|PIRENOPOLIS|Ultrapassagem Indevida|Colisão frontal|Com Vítimas Feridas|Anoitecer|Nublado|2|0|0|1
265273|2020-01-26|domingo|17:45:00|SC|280.0|GUARAMIRIM|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
265274|2020-01-26|domingo|14:20:00|SC|101.0|MARACAJA|Ingestão de Álcool|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265275|2020-01-26|domingo|18:05:00|PR|277.0|FOZ DO IGUACU|Ingestão de Álcool|Atropelamento de Pedestre|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
265276|2020-01-26|domingo|09:30:00|MT|174.0|MIRASSOL DOESTE|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
265277|2020-01-26|domingo|18:00:00|PR|376.0|APUCARANA|Ingestão de Álcool|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
265278|2020-01-26|domingo|17:30:00|PI|316.0|PICOS|Não guardar distância de segurança|Colisão lateral|Sem Vítimas|Pleno dia|Garoa/Chuvisco|2|0|0|0
265279|2020-01-26|domingo|18:00:00|SC|101.0|PALHOCA|Falta de Atenção à Condução|Capotamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
265280|2020-01-26|domingo|18:30:00|ES|101.0|LINHARES|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Anoitecer|Céu Claro|3|0|1|0
265282|2020-01-26|domingo|18:10:00|RS|392.0|PELOTAS|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Pleno dia|Sol|2|0|0|0
265285|2020-01-26|domingo|18:25:00|AL|104.0|UNIAO DOS PALMARES|Animais na Pista|Atropelamento de Animal|Com Vítimas Feridas|Plena Noite|Céu Claro|3|0|2|0
265286|2020-01-26|domingo|18:20:00|SC|280.0|ARAQUARI|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
265287|2020-01-26|domingo|19:00:00|MG|381.0|BETIM|Falta de Atenção à Condução|Capotamento|Com Vítimas Feridas|Plena Noite|Nublado|2|0|2|0
265288|2020-01-26|domingo|19:20:00|CE|116.0|FORTALEZA|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Feridas|Plena Noite|Nublado|2|0|2|0
265289|2020-01-26|domingo|18:30:00|PR|376.0|MARINGA|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Anoitecer|Céu Claro|4|0|3|0
265290|2020-01-26|domingo|16:20:00|SC|470.0|SAO CRISTOVAO DO SUL|Defeito Mecânico no Veículo|Saída de leito carroçável|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
265291|2020-01-26|domingo|17:10:00|GO|40.0|LUZIANIA|Ingestão de Substâncias Psicoativas|Saída de leito carroçável|Sem Vítimas|Anoitecer|Chuva|1|0|0|0
265294|2020-01-26|domingo|19:10:00|RN|304.0|MOSSORO|Animais na Pista|Atropelamento de Animal|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
265296|2020-01-26|domingo|19:20:00|GO|153.0|HIDROLANDIA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Anoitecer|Chuva|2|0|1|0
265297|2020-01-26|domingo|18:20:00|GO|153.0|APARECIDA DE GOIANIA|Falta de Atenção à Condução|Colisão lateral|Sem Vítimas|Anoitecer|Nublado|3|0|0|0
265298|2020-01-26|domingo|19:20:00|AL|104.0|RIO LARGO|Animais na Pista|Atropelamento de Animal|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|2|0
265299|2020-01-26|domingo|19:00:00|SP|153.0|SAO JOSE DO RIO PRETO|Ingestão de Álcool|Atropelamento de Pedestre|Com Vítimas Feridas|Anoitecer|Céu Claro|2|0|1|0
265300|2020-01-26|domingo|19:20:00|GO|40.0|LUZIANIA|Ingestão de Álcool|Colisão traseira|Sem Vítimas|Plena Noite|Garoa/Chuvisco|2|0|0|0
265302|2020-01-26|domingo|18:35:00|PB|101.0|JOAO PESSOA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Plena Noite|Céu Claro|6|0|3|0
265303|2020-01-26|domingo|18:30:00|MA|135.0|SAO LUIS|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|3|0|0|2
265304|2020-01-26|domingo|19:50:00|SP|101.0|UBATUBA|Restrição de Visibilidade|Colisão transversal|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|0|1
265305|2020-01-26|domingo|12:30:00|BA|116.0|MANOEL VITORINO|Agressão Externa|Tombamento|Sem Vítimas|Pleno dia|Nublado|1|0|0|0
265306|2020-01-26|domingo|19:55:00|SC|282.0|LAGES|Ingestão de Álcool|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|2|0|2|0
265308|2020-01-26|domingo|17:30:00|SC|480.0|CHAPECO|Ingestão de Álcool|Colisão traseira|Sem Vítimas|Pleno dia|Céu Claro|3|0|0|0
265310|2020-01-26|domingo|19:25:00|MG|459.0|POUSO ALEGRE|Ingestão de Álcool|Colisão transversal|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|1
265311|2020-01-26|domingo|20:20:00|CE|222.0|CAUCAIA|Ingestão de Álcool|Colisão transversal|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
265312|2020-01-26|domingo|19:20:00|PB|230.0|CALDAS BRANDAO|Ingestão de Álcool|Tombamento|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|0|1
265313|2020-01-26|domingo|11:35:00|BA|101.0|WENCESLAU GUIMARAES|Defeito Mecânico no Veículo|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|1
265314|2020-01-26|domingo|18:30:00|MS|262.0|TERENOS|Falta de Atenção à Condução|Engavetamento|Com Vítimas Feridas|Anoitecer|Céu Claro|11|0|1|0
265315|2020-01-26|domingo|19:00:00|MS|60.0|NIOAQUE|Ingestão de Álcool|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
265316|2020-01-26|domingo|20:30:00|SC|101.0|PALHOCA|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
265317|2020-01-26|domingo|20:15:00|GO|40.0|CRISTALINA|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|3|0|1|0
265318|2020-01-26|domingo|19:42:00|MS|163.0|CAMPO GRANDE|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|3|0|2|0
265319|2020-01-26|domingo|08:10:00|PR|277.0|PARANAGUA|Defeito Mecânico no Veículo|Queda de ocupante de veículo|Com Vítimas Fatais|Plena Noite|Nublado|2|1|0|1
265320|2020-01-26|domingo|17:40:00|RO|435.0|CEREJEIRAS|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Anoitecer|Céu Claro|2|0|1|0
265323|2020-01-26|domingo|20:30:00|SC|101.0|PORTO BELO|Falta de Atenção à Condução|Colisão lateral|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
265324|2020-01-26|domingo|20:30:00|BA|101.0|TEODORO SAMPAIO|Ingestão de Álcool|Colisão transversal|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|2|0|1|0
265325|2020-01-26|domingo|21:00:00|GO|40.0|LUZIANIA|Ingestão de Álcool|Atropelamento de Pedestre|Com Vítimas Feridas|Plena Noite|Chuva|2|0|0|1
265326|2020-01-26|domingo|21:10:00|SE|235.0|ARACAJU|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
265327|2020-01-26|domingo|17:45:00|RS|116.0|VACARIA|Ingestão de Álcool|Colisão traseira|Sem Vítimas|Pleno dia|Céu Claro|3|0|0|0
265328|2020-01-26|domingo|20:30:00|PR|163.0|MARECHAL CANDIDO RONDON|Ingestão de álcool e/ou substâncias psicoativas pelo pedestre|Tombamento|Sem Vítimas|Plena Noite|Céu Claro|1|0|0|0
265329|2020-01-26|domingo|21:00:00|PE|232.0|SALGUEIRO|Ingestão de Álcool|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
265330|2020-01-26|domingo|19:55:00|RJ|116.0|NOVA IGUACU|Agressão Externa|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|2|0
265331|2020-01-26|domingo|20:30:00|PE|101.0|IGARASSU|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|0|2
265332|2020-01-26|domingo|20:30:00|PI|316.0|TERESINA|Restrição de Visibilidade|Colisão com objeto estático|Sem Vítimas|Plena Noite|Chuva|1|0|0|0
265333|2020-01-26|domingo|21:20:00|PR|277.0|CASCAVEL|Ingestão de Álcool|Colisão frontal|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|0|1
265334|2020-01-26|domingo|21:45:00|SP|116.0|JACAREI|Ingestão de Álcool|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
265335|2020-01-26|domingo|22:00:00|MG|262.0|JUATUBA|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
265336|2020-01-26|domingo|21:40:00|MG|40.0|BELO HORIZONTE|Falta de Atenção à Condução|Colisão frontal|Com Vítimas Feridas|Plena Noite|Céu Claro|3|0|2|0
265337|2020-01-26|domingo|20:50:00|MT|364.0|ALTO ARAGUAIA|Ingestão de Álcool|Colisão lateral|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
265338|2020-01-26|domingo|22:30:00|PA|230.0|MARABA|Velocidade Incompatível|Colisão com objeto estático|Com Vítimas Fatais|Plena Noite|Céu Claro|6|1|5|0
265339|2020-01-26|domingo|22:30:00|PI|316.0|TERESINA|Desobediência às normas de trânsito pelo condutor|Colisão frontal|Com Vítimas Feridas|Plena Noite|Chuva|2|0|2|0
265340|2020-01-26|domingo|19:30:00|MG|116.0|TEOFILO OTONI|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Feridas|Plena Noite|Chuva|2|0|1|0
265341|2020-01-26|domingo|08:50:00|SC|101.0|ARAQUARI|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
265343|2020-01-26|domingo|20:20:00|SC|282.0|PONTE SERRADA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
265344|2020-01-26|domingo|15:50:00|AL|104.0|SAO JOSE DA LAJE|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|1
265345|2020-01-26|domingo|22:30:00|GO|20.0|FORMOSA|Sinalização da via insuficiente ou inadequada|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|5|0|3|0
265346|2020-01-26|domingo|22:15:00|BA|101.0|SANTO ANTONIO DE JESUS|Ingestão de Álcool|Colisão lateral|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
265347|2020-01-26|domingo|22:00:00|PR|277.0|CASCAVEL|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
265348|2020-01-26|domingo|23:20:00|GO|153.0|GOIANIA|Falta de Atenção à Condução|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|2|0|2|0
265349|2020-01-26|domingo|21:30:00|MG|356.0|EUGENOPOLIS|Ingestão de Álcool|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Nublado|1|0|0|1
265350|2020-01-26|domingo|20:10:00|RS|116.0|CAMAQUA|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Plena Noite|Ignorado|4|0|1|0
265351|2020-01-26|domingo|20:50:00|RJ|101.0|RIO DE JANEIRO|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|4|0|2|0
265352|2020-01-26|domingo|13:15:00|SC|282.0|FAXINAL DOS GUEDES|Velocidade Incompatível|Colisão traseira|Sem Vítimas|Pleno dia|Sol|2|0|0|0
265354|2020-01-26|domingo|23:20:00|RJ|493.0|ITAGUAI|Velocidade Incompatível|Colisão traseira|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
265356|2020-01-26|domingo|23:10:00|SC|280.0|JARAGUA DO SUL|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Fatais|Plena Noite|Céu Claro|1|1|0|0
265357|2020-01-26|domingo|22:00:00|MA|222.0|SANTA INES|Ultrapassagem Indevida|Colisão frontal|Com Vítimas Fatais|Plena Noite|Chuva|4|1|0|1
265358|2020-01-27|segunda-feira|00:30:00|BA|407.0|JUAZEIRO|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|2|0|1|0
265359|2020-01-26|domingo|20:00:00|RS|290.0|GLORINHA|Defeito Mecânico no Veículo|Queda de ocupante de veículo|Com Vítimas Feridas|Anoitecer|Céu Claro|1|0|1|0
265360|2020-01-27|segunda-feira|00:45:00|PR|369.0|ROLANDIA|Falta de Atenção à Condução|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|0|1
265362|2020-01-27|segunda-feira|00:10:00|PI|316.0|TERESINA|Desobediência às normas de trânsito pelo condutor|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Chuva|1|0|1|0
265363|2020-01-27|segunda-feira|00:05:00|MS|267.0|BATAGUASSU|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
265365|2020-01-27|segunda-feira|00:05:00|PB|361.0|PATOS|Restrição de Visibilidade|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
265367|2020-01-27|segunda-feira|01:00:00|SC|282.0|PINHALZINHO|Ingestão de Álcool|Colisão lateral|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
265368|2020-01-26|domingo|23:15:00|SC|480.0|CHAPECO|Ingestão de Álcool|Colisão com objeto estático|Sem Vítimas|Plena Noite|Céu Claro|1|0|0|0
265369|2020-01-27|segunda-feira|00:20:00|BA|415.0|ITABUNA|Ingestão de Álcool|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|2|0
265370|2020-01-26|domingo|20:00:00|BA|116.0|QUIJINGUE|Ingestão de Álcool|Colisão frontal|Sem Vítimas|Plena Noite|Nublado|3|0|0|0
265371|2020-01-26|domingo|23:50:00|MG|354.0|POUSO ALTO|Desobediência às normas de trânsito pelo condutor|Colisão frontal|Com Vítimas Feridas|Plena Noite|Céu Claro|5|0|4|0
265372|2020-01-27|segunda-feira|00:52:00|MA|135.0|SAO LUIS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Ignorado|2|0|1|0
265373|2020-01-27|segunda-feira|01:20:00|SP|381.0|GUARULHOS|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Fatais|Plena Noite|Céu Claro|3|1|1|0
265374|2020-01-27|segunda-feira|02:00:00|PR|277.0|CURITIBA|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
265375|2020-01-27|segunda-feira|03:30:00|AL|104.0|BRANQUINHA|Condutor Dormindo|Colisão frontal|Com Vítimas Fatais|Plena Noite|Céu Claro|2|1|0|0
265376|2020-01-26|domingo|23:00:00|MT|364.0|PEDRA PRETA|Defeito Mecânico no Veículo|Incêndio|Sem Vítimas|Plena Noite|Nublado|1|0|0|0
265378|2020-01-27|segunda-feira|04:00:00|PA|230.0|MARABA|Desobediência às normas de trânsito pelo condutor|Colisão traseira|Com Vítimas Fatais|Plena Noite|Chuva|3|1|0|1
265379|2020-01-27|segunda-feira|02:14:00|RJ|101.0|SILVA JARDIM|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|2|0|0|1
265380|2020-01-27|segunda-feira|03:55:00|MS|163.0|DOURADOS|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
265382|2020-01-27|segunda-feira|03:30:00|MT|364.0|NOBRES|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Amanhecer|Céu Claro|2|0|2|0
265383|2020-01-27|segunda-feira|05:15:00|TO|153.0|GURUPI|Defeito na Via|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|0|1
265384|2020-01-27|segunda-feira|03:30:00|PI|316.0|MONSENHOR GIL|Animais na Pista|Atropelamento de Animal|Com Vítimas Feridas|Plena Noite|Chuva|1|0|1|0
265385|2020-01-27|segunda-feira|04:00:00|MG|381.0|CARMOPOLIS DE MINAS|Condutor Dormindo|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
265386|2020-01-26|domingo|22:20:00|MG|116.0|CARATINGA|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|3|0|2|0
265387|2020-01-27|segunda-feira|06:30:00|CE|116.0|CASCAVEL|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|2|0
265388|2020-01-27|segunda-feira|06:20:00|GO|40.0|CRISTALINA|Pista Escorregadia|Tombamento|Com Vítimas Feridas|Amanhecer|Céu Claro|2|0|1|0
265389|2020-01-27|segunda-feira|02:48:00|RJ|116.0|TERESOPOLIS|Mal Súbito|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|1
265390|2020-01-27|segunda-feira|05:50:00|GO|153.0|APARECIDA DE GOIANIA|Falta de Atenção à Condução|Queda de ocupante de veículo|Com Vítimas Feridas|Amanhecer|Nublado|1|0|1|0
265391|2020-01-27|segunda-feira|05:00:00|RJ|116.0|BARRA MANSA|Ingestão de Álcool|Colisão transversal|Sem Vítimas|Amanhecer|Céu Claro|2|0|0|0
265392|2020-01-27|segunda-feira|06:20:00|MG|381.0|PERDOES|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Pleno dia|Nublado|2|0|0|0
265394|2020-01-19|domingo|15:40:00|PR|469.0|FOZ DO IGUACU|Não guardar distância de segurança|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|6|0|2|0
265396|2020-01-27|segunda-feira|07:10:00|TO|153.0|BARROLANDIA|Fenômenos da Natureza|Tombamento|Com Vítimas Feridas|Amanhecer|Chuva|3|0|1|0
265397|2020-01-27|segunda-feira|07:20:00|SP|116.0|TAUBATE|Não guardar distância de segurança|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
265398|2020-01-27|segunda-feira|07:35:00|PE|232.0|RECIFE|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265399|2020-01-27|segunda-feira|07:35:00|MG|381.0|BETIM|Desobediência às normas de trânsito pelo condutor|Engavetamento|Com Vítimas Feridas|Pleno dia|Céu Claro|6|0|1|1
265400|2020-01-27|segunda-feira|07:15:00|SP|116.0|SAO JOSE DOS CAMPOS|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265402|2020-01-27|segunda-feira|04:15:00|PR|476.0|SAO MATEUS DO SUL|Ingestão de Álcool|Colisão frontal|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
265403|2020-01-27|segunda-feira|06:40:00|MG|40.0|RIBEIRAO DAS NEVES|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
265404|2020-01-27|segunda-feira|03:30:00|PE|423.0|LAJEDO|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|12|0|6|0
265405|2020-01-27|segunda-feira|07:50:00|PR|277.0|SAO JOSE DOS PINHAIS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|2|0|0|1
265406|2020-01-27|segunda-feira|07:45:00|SP|116.0|GUARULHOS|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Sol|1|0|1|0
265408|2020-01-27|segunda-feira|08:00:00|PE|408.0|NAZARE DA MATA|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265410|2020-01-27|segunda-feira|07:50:00|MG|40.0|JUIZ DE FORA|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
265412|2020-01-27|segunda-feira|08:00:00|SE|235.0|AREIA BRANCA|Falta de Atenção à Condução|Colisão transversal|Sem Vítimas|Pleno dia|Sol|2|0|0|0
265413|2020-01-27|segunda-feira|07:00:00|MG|40.0|BARBACENA|Defeito Mecânico no Veículo|Colisão com objeto estático|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
265414|2020-01-27|segunda-feira|08:25:00|SC|470.0|GASPAR|Defeito Mecânico no Veículo|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
265415|2020-01-27|segunda-feira|08:25:00|RS|158.0|BOA VISTA DAS MISSOES|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
265416|2020-01-27|segunda-feira|08:25:00|RS|116.0|SAO LEOPOLDO|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
265417|2020-01-27|segunda-feira|07:05:00|DF|70.0|BRASILIA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|2|0|0|1
265418|2020-01-27|segunda-feira|07:30:00|PI|343.0|ALTOS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265419|2020-01-27|segunda-feira|08:40:00|SC|101.0|TUBARAO|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
265420|2020-01-27|segunda-feira|08:50:00|PR|376.0|MARINGA|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Sol|1|0|1|0
265421|2020-01-27|segunda-feira|06:50:00|RO|364.0|JARU|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265422|2020-01-27|segunda-feira|09:00:00|PB|230.0|JOAO PESSOA|Mal Súbito|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
265423|2020-01-27|segunda-feira|09:17:00|SP|116.0|CANAS|Defeito Mecânico no Veículo|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Sol|2|0|2|0
265424|2020-01-27|segunda-feira|08:40:00|DF|80.0|BRASILIA|Não guardar distância de segurança|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265425|2020-01-27|segunda-feira|07:30:00|RS|153.0|CACHOEIRA DO SUL|Velocidade Incompatível|Colisão lateral|Com Vítimas Feridas|Pleno dia|Sol|3|0|1|0
265426|2020-01-27|segunda-feira|08:45:00|GO|153.0|GOIANIA|Defeito Mecânico no Veículo|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Nublado|1|0|1|0
265428|2020-01-27|segunda-feira|09:20:00|SC|101.0|PALHOCA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265429|2020-01-27|segunda-feira|09:30:00|PA|230.0|ITUPIRANGA|Pista Escorregadia|Colisão lateral|Com Vítimas Feridas|Pleno dia|Chuva|7|0|1|0
265430|2020-01-27|segunda-feira|08:05:00|PE|101.0|CABO DE SANTO AGOSTINHO|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
265431|2020-01-27|segunda-feira|09:40:00|PR|476.0|ARAUCARIA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
265433|2020-01-27|segunda-feira|08:45:00|MS|262.0|RIBAS DO RIO PARDO|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|2|0
265434|2020-01-27|segunda-feira|09:50:00|PR|116.0|SAO JOSE DOS PINHAIS|Falta de Atenção à Condução|Engavetamento|Com Vítimas Feridas|Pleno dia|Sol|5|0|1|0
265435|2020-01-27|segunda-feira|07:40:00|PR|376.0|CURITIBA|Falta de Atenção à Condução|Atropelamento de Pedestre|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
265436|2020-01-27|segunda-feira|09:40:00|SC|280.0|GUARAMIRIM|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
265437|2020-01-27|segunda-feira|10:10:00|PA|230.0|MARABA|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Sem Vítimas|Pleno dia|Nublado|2|0|0|0
265438|2020-01-27|segunda-feira|10:15:00|PR|369.0|ROLANDIA|Defeito Mecânico no Veículo|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|0|1
265440|2020-01-27|segunda-feira|10:10:00|CE|116.0|AQUIRAZ|Não guardar distância de segurança|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
265441|2020-01-27|segunda-feira|10:15:00|CE|116.0|AQUIRAZ|Desobediência às normas de trânsito pelo condutor|Colisão traseira|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
265442|2020-01-27|segunda-feira|10:30:00|RJ|116.0|MAGE|Mal Súbito|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|0|1
265444|2020-01-27|segunda-feira|06:35:00|SP|116.0|MIRACATU|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Amanhecer|Céu Claro|1|0|1|0
